reg_id,year,number,change,file
Peraturan_BNN_2017_8,2017,8,Peraturan_BNN_2014_3,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn396-2017.json
Permen_Ristekdikti_2017_21,2017,21,Permen_Ristekdikti_2016_48,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn406-2017.json
Peraturan_BKPM_2017_4,2017,4,Peraturan_BKPM_2016_7,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn409-2017.json
Permen_Tan_2017_05,2017,05,Permen_Tan_2015_12,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn421-2017.json
Permen_PUPR_2017_03,2017,03,Permen_PUPR_2016_18,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn426-2017.json
Peraturan_Bekraf_2017_7,2017,7,Peraturan_Bekraf_2015_1,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn411-2017.json
Permen_Agama_2017_11,2017,11,Permen_Agama_2016_23,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn445-2017.json
PP_2017_10,2017,10,PP_2010_51,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp10-2017.json
PERATURAN_BKPM_2017_5,2017,5,PERATURAN_BKPM_2016_2,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn430-2017.json
Permen_Hub_2017_21,2017,21,Permen_Hub_2016_128,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn433-2017.json
Peraturan_Ombudsman_2017_25,2017,25,Peraturan_Ombudsman_2010_5,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn440-2017.json
PERATURAN_BATAN_2017_6,2017,6,PERATURAN_BATAN_2015_5,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn464-2017.json
PERATURAN_ANRI_2017_8,2017,8,PERATURAN_ANRI_2016_36,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn424-2017.json
Permen_KP_2017_26,2017,26,Permen_KP_2011_46,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn502-2017.json
Permen_KP_2017_28,2017,28,Permen_KP_2006_19,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn504-2017.json
Permen_PUPR_2017_05,2017,05,Permen_PUPR_2015_15,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn466-2017.json
Permen_Par_2017_4,2017,4,Permen_Par_2017_3,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn472-2017.json
Permen_Kes_2017_6,2017,6,Permen_Kes_2015_56,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn423-2017.json
Permen_Agama_2017_16,2017,16,Permen_Agama_2017_3,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn483-2017.json
PERMEN_ESDM_2017_28,2017,28,PERMEN_ESDM_2017_05,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn515-2017.json
Permen_KP_2017_21,2017,21,Permen_KP_2011_40,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn497-2017.json
Permen_Humham_2017_2,2017,2,Permen_Humham_2016_11,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn513-2017.json
Permen_Kes_2017_23,2017,23,Permen_Kes_2013_71,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn510-2017.json
Permen_Kes_2017_22,2017,22,Permen_Kes_2016_32,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn509-2017.json
Permen_PUPR_2017_06,2017,06,Permen_PUPR_2016_05,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn534-2017.json
Permen_Hub_2017_25,2017,25,Permen_Hub_2016_116,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn540-2017.json
Permen_Ristekdikti_2017_25,2017,25,Permen_Ristekdikti_2017_6,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn524-2017.json
Perpres_2017_44,2017,44,Perpres_2010_12,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps44-2017.json
Permen_Hub_2017_27,2017,27,Permen_Hub_2016_35,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn541-2017.json
PERMEN_PERIN_4_12,4,12,PERMEN_PERIN_7_47,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn545-2017.json
Peraturan_BKPM_2017_6,2017,6,Peraturan_BKPM_2007_90,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn543-2017.json
PERATURAN_BPKB_2017_7,2017,7,PERATURAN_BPKB_2014_4,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn521-2017.json
Permen_Desa_2017_4,2017,4,Permen_Desa_2016_22,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn552-2017.json
Permen_Agama_2017_17,2017,17,Permen_Agama_2015_74,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn555-2017.json
Peraturan_Perpusnas_2017_3,2017,3,Peraturan_Perpusnas_2015_1,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn561-2017.json
Peraturan_Perpusnas_2017_4,2017,4,Peraturan_Perpusnas_2015_7,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn562-2017.json
Permen_Ristekdikti_2017_23,2017,23,Permen_Ristekdikti_2016_10,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn474-2017.json
PERMEN_PORA_2017_9,2017,9,PERMEN_PORA_2017_6,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn470-2017.json
Perpres_2017_41,2017,41,Perpres_2015_41,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps41-2017.json
Perpres_2017_40,2017,40,Perpres_2014_64,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps40-2017.json
Permen_PANRB_2017_12,2017,12,Permen_PANRB_2016_3,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn574-2017.json
PP_2017_14,2017,14,PP_2005_63,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp14-2017bt.json
Permen_Keu_2017_53,2017,53,Permen_Keu_2014_3,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn588-2017.json
Permen_LHK_2017_23,2017,23,Permen_Hut_2014_58,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn567-2017.json
PERMEN_KES_2017_25,2017,25,PERMEN_KES_2016_78,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn591-2017.json
Peraturan_BI_2017_19,2017,19,Peraturan_BI_2013_15,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pbi19-6-2017bt.json
Permen_KP_2017_33,2017,33,Permen_KP_2014_32,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn599-2017.json
PERMEN_KOPUKM_2017_03,2017,03,PERMEN_KOPUKM_2016_16,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn602-2017.json
Permen_Keu_2017_56,2017,56,Permen_Keu_2014_101,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn596-2017.json
Permen_Ristekdikti_2017_27,2017,27,Permen_Ristekdikti_2016_126,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn576-2017.json
Perpres_2017_49,2017,49,Perpres_2015_98,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps49-2017.json
PERMEN_PERIN_4_15,4,15,PERMEN_PERIN_7_48,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn649-2017.json
Peraturan_ANRI_2017_10,2017,10,Peraturan_ANRI_2016_22,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn601-2017.json
PP_2017_13,2017,13,PP_2008_26,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp13-2017bt.json
PERATURAN_BATAN_2017_8,2017,8,PERATURAN_BATAN_2012_214,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn673-2017.json
PERMEN_KEU_2017_63,2017,63,PERMEN_KEU_2017_30,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn690-2017.json
Permen_Hub_2017_37,2017,37,Permen_Hub_2014_105,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn680-2017.json
Permen_Keu_2017_68,2017,68,Permen_Keu_2015_91,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn694-2017.json
Permen_Keu_2017_66,2017,66,Permen_Keu_2015_29,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn692-2017.json
Permen_ESDM_2017_35,2017,35,Permen_ESDM_2017_06,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn687-2017.json
Permen_Keu_2017_67,2017,67,Permen_Keu_2013_66,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn693-2017.json
PERMEN_KEU_2017_64,2017,64,PERMEN_KEU_2016_255,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn714-2017.json
Peraturan_BSSN_2017_5,2017,5,Peraturan_BSSN_2009_1,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn624-2017.json
PERMEN_DESA_2017_6,2017,6,PERMEN_DESA_2016_20,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn713-2017.json
Permen_Hub_2017_38,2017,38,Permen_Hub_2008_25,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn732-2017.json
Peraturan_BMKG_2017_5,2017,5,Peraturan_BMKG_2010_11,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn735-2017.json
PERMEN_DIKBUD_2017_18,2017,18,PERMEN_DIKBUD_2016_73,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn739-2017.json
Permen_Desa_2017_7,2017,7,Permen_Desa_2016_29,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn763-2017.json
Permen_LHK_2017_32,2017,32,Permen_LHK_2015_9,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn750-2017.json
Permen_Dag_2017_28,2017,28,Permen_Dag_2016_44,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn767-2017.json
PP_2017_23,2017,23,PP_2016_19,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp23-2017bt.json
Permen_Keu_2017_74,2017,74,Permen_Keu_2016_96,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn840-2017.json
Permen_PPPA_2017_3,2017,3,Permen_PPPA_2016_6,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn768-2017.json
PP_2017_19,2017,19,PP_2008_74,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp19-2017bt.json
PERMEN_PERIN_5_20,5,20,PERMEN_PERIN_2_11,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn773-2017.json
PERMEN_PERIN_5_21,5,21,PERMEN_PERIN_1_05,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn774-2017.json
PERMEN_PERIN_5_22,5,22,PERMEN_PERIN_10_74,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn775-2017.json
Permen_Tan_2017_20,2017,20,Permen_Tan_2012_43,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn788-2017.json
Permen_Keu_2017_72,2017,72,Permen_Keu_2016_82,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn787-2017.json
Peraturan_LAN_2017_16,2017,16,Peraturan_LAN_2015_10,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn847-2017.json
PERATURAN_LAN_2017_17,2017,17,PERATURAN_LAN_2016_21,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn848-2017.json
PERATURAN_LAN_2017_18,2017,18,PERATURAN_LAN_2016_22,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn849-2017.json
PP_2017_27,2017,27,PP_2010_79,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp27-2017bt.json
Peraturan_OJK_2017_20,2017,20,Peraturan_OJK_2014_23,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ojk20-2017bt.json
Peraturan_BPS_2017_42,2017,42,Peraturan_BPS_2017_27,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn799-2017.json
PERMEN_PORA_2017_14,2017,14,PERMEN_PORA_2015_0065,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn830-2017.json
PERMEN_DAG_5_34,5,34,PERMEN_DAG_2_15,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn815-2017.json
Permen_Hub_2017_44,2017,44,Permen_Hub_2015_189,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn816-2017.json
Permen_Hub_2017_45,2017,45,Permen_Hub_2008_25,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn817-2017.json
Permen_Tan_2017_21,2017,21,Permen_Tan_2013_98,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn796-2017.json
Permen_Desa_2017_8,2017,8,Permen_Desa_2015_9,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn808-2017.json
Peraturan_BPS_2017_41,2017,41,Peraturan_BPS_2017_26,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn798-2017.json
Peraturan_DKPP_2017_1,2017,1,Peraturan_DKPP_2013_1,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn810-2017.json
Perpres_2017_58,2017,58,Perpres_2016_3,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps58-2017.json
Permen_Dag_2017_38,2017,38,Permen_Dag_2016_84,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn844-2017.json
PERMEN_DAG_6_39,6,39,PERMEN_DAG_4_21,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn845-2017.json
PERMEN_KEU_2017_78,2017,78,PERMEN_KEU_2016_33,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn854-2017.json
Permen_BUMN_2017_01,2017,01,Permen_BUMN_2014_04,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn873-2017.json
Permen_ESDM_2017_41,2017,41,Permen_ESDM_2016_28,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn889-2017.json
Permen_Dag_2017_43,2017,43,Permen_Dag_2017_30,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn893-2017.json
Permen_Dikbud_2017_24,2017,24,Permen_Dikbud_2016_25,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn890-2017.json
Permen_Dag_2017_40,2017,40,Permen_Dag_2017_16,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn892-2017.json
Permen_Sos_2017_8,2017,8,Permen_Sos_2016_25,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn901-2017.json
PERMEN_HUB_2017_42,2017,42,PERMEN_HUB_2016_35,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn807-2017.json
PERMEN_HUB_2017_48,2017,48,PERMEN_HUB_2011_57,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn912-2017.json
Perppu_2017_2,2017,2,UU_2013_17,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/perpu2-2017bt.json
Permen_Bappenas_2017_6,2017,6,Permen_Bappenas_2016_4,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn997-2017.json
Perpres_2017_65,2017,65,Perpres_2012_49,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps65-2017.json
Permen_ESDM_2017_43,2017,43,Permen_ESDM_2017_12,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn975-2017.json
Permen_Pora_2017_17,2017,17,Permen_Pora_2015_0185,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn946-2017.json
PERMEN_PANRB_2017_18,2017,18,PERMEN_PANRB_2016_25,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn878-2017.json
Permen_Keu_2017_87,2017,87,Permen_Keu_2009_114,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn917-2017.json
Permen_Keu_2017_93,2017,93,Permen_Keu_2017_10,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn972-2017.json
Permen_Kes_2017_30,2017,30,Permen_Kes_2011_1148,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn863-2017.json
Permen_ESDM_2017_44,2017,44,Permen_ESDM_2017_07,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn980-2017.json
PERMEN_TAN_7_23,7,23,PERMEN_TAN_5_19,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn998-2017.json
PERMEN_DIKBUD_2017_25,2017,25,PERMEN_DIKBUD_2017_9,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1021-2017a.json
Permen_Keu_2017_73,2017,73,Permen_Keu_2017_70,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn837-2017.json
Permen_Kes_2017_29,2017,29,Permen_Kes_2015_34,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1001-2017.json
Permen_PUPR_2017_11,2017,11,Permen_PU_2011_15,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1000-2017.json
Permen_BUMN_2017_02,2017,02,Permen_BUMN_2015_09,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1002-2017.json
Permen_LHK_2017_44,2017,44,Permen_Hut_2014_85,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1012-2017.json
Peraturan_KPK_2017_05,2017,05,Peraturan_KPK_2014_01,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1014-2017.json
Peraturan_Bekraf_2017_10,2017,10,Peraturan_Bekraf_2016_19,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1016-2017.json
Permen_Keu_2017_105,2017,105,Permen_Keu_2009_106,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1041-2017.json
Permen_Kominfo_2017_13,2017,13,Permen_Kominfo_2015_33,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1047-2017.json
PERATURAN_ANRI_2017_13,2017,13,PERATURAN_ANRI_2015_52,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn984-2017.json
PERATURAN_BAPETEN_2017_7,2017,7,PERATURAN_BAPETEN_2013_7,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1054-2017.json
Perpres_2017_73,2017,73,Perpres_2012_90,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ps73-2017.json
Permen_Hub_2017_57,2017,57,Permen_Hub_2009_17,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1093-2017.json
PERMEN_HUB_2017_58,2017,58,PERMEN_HUB_2009_29,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1094-2017.json
PERMEN_HUB_2017_59,2017,59,PERMEN_HUB_2010_16,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1095-2017.json
PERMEN_HUB_2017_64,2017,64,PERMEN_HUB_2010_57,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1100-2017.json
PERMEN_HUB_2017_61,2017,61,PERMEN_HUB_2013_28,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1097-2017.json
PERMEN_HUB_2017_60,2017,60,PERMEN_HUB_2010_58,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1096-2017.json
PERMEN_DIKBUD_2017_26,2017,26,PERMEN_DIKBUD_2017_8,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1068-2017.json
Permen_Dag_2017_52,2017,52,Permen_Dag_2015_125,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1071-2017.json
PERMEN_DAG_7_48,7,48,PERMEN_DAG_2_15,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1056-2017.json
PERMEN_PERIN_8_31,8,31,PERMEN_PERIN_2_19,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1075-2017.json
Permen_Keu_2017_112,2017,112,Permen_Keu_2017_50,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1081-2017.json
PP_2017_30,2017,30,PP_2005_15,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/pp30-2017bt.json
Permen_Desa_2017_15,2017,15,Permen_Desa_2016_11,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1092-2017.json
Permen_ESDM_2017_49,2017,49,Permen_ESDM_2017_10,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1106-2017.json
Permen_Naker_2017_9,2017,9,Permen_Naker_2014_25,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1109-2017.json
PERMEN_DAGRI_2017_71,2017,71,PERMEN_DAGRI_2017_28,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1165-2017.json
Permen_ESDM_2017_47,2017,47,Permen_ESDM_2017_26,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1078-2017.json
Permen_ATRBPN_2017_11,2017,11,Permen_ATRBPN_2016_33,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1111-2017.json
Peraturan_ANRI_2017_14,2017,14,Peraturan_ANRI_2013_6,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1128-2017.json
Permen_LHK_2017_48,2017,48,Permen_LHK_2016_85,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1130-2017.json
UU_2017_8,2017,8,UU_2016_18,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/uu8-2017bt.json
Permen_Sos_2017_14,2017,14,Permen_Sos_2015_20,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1125-2017.json
Permen_Keu_2017_115,2017,115,Permen_Keu_2014_32,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1135-2017.json
Peraturan_Ombudsman_2017_28,2017,28,Peraturan_Ombudsman_2013_13,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1137-2017.json
PERMEN_HUB_2017_71,2017,71,PERMEN_HUB_2016_10,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1159-2017.json
Peraturan_BPKP_2017_12,2017,12,Peraturan_BPKP_2011_1265,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1199-2017.json
Permen_KP_2017_38,2017,38,Permen_KP_2017_12,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1169-2017.json
Peraturan_OJK_2017_56,2017,56,Peraturan_OJK_2016_1,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/ln/2017/ojk56-2017bt.json
PERATURAN_BPKB_2017_11,2017,11,PERATURAN_BPKB_2012_1633,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1198-2017.json
Peraturan_BMKG_2017_11,2017,11,Peraturan_BMKG_2013_11,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1177-2017.json
Permen_ESDM_2017_52,2017,52,Permen_ESDM_2017_08,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1188-2017.json
PERATURAN_BPKB_2017_13,2017,13,PERATURAN_BPKB_2010_1005,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1200-2017.json
Permen_Dagri_2017_66,2017,66,Permen_Dagri_2015_82,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1222-2017.json
Permen_Dagri_2017_67,2017,67,Permen_Dagri_2015_83,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1223-2017.json
PERATURAN_BKPM_2017_10,2017,10,PERATURAN_BKPM_2016_2,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1197-2017.json
Permen_Dag_2017_63,2017,63,Permen_Dag_2016_82,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1205-2017.json
Permen_Dag_2017_64,2017,64,Permen_Dag_2015_85,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1206-2017.json
Permen_Dagri_2017_65,2017,65,Permen_Dagri_2014_112,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1221-2017.json
Permen_Keu_2017_120,2017,120,Permen_Keu_2012_47,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1214-2017.json
Permen_Kominfo_2017_14,2017,14,Permen_Kominfo_2016_12,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2017/bn1219-2017.json
