new_doc,old_doc
Peraturan_LAN_2013_12,
Peraturan_LAN_2013_12,Peraturan_LAN_2011_8
Peraturan_LAN_2013_13,
Peraturan_LAN_2013_13,Peraturan_LAN_2011_9
Peraturan_BKN_2013_1,PP_1979_10
Peraturan_BKN_2013_2,Peraturan_BKN_2011_11
Peraturan_BKN_2013_5,Peraturan_BKN_2006_19
Peraturan_BKN_2013_7,Peraturan_BKN_2011_13
Peraturan_BKN_2013_8,Peraturan_BKN_2011_22
Peraturan_BKN_2013_10,Peraturan_BKN_2010_25
Peraturan_BKN_2013_13,Peraturan_BKN_2010_26
Peraturan_BKN_2013_27,Peraturan_BKN_2010_25
Peraturan_BSSN_2013_6,Peraturan_BSSN_2009_1
Peraturan_BSSN_2013_7,
Peraturan_BPH_Migas_2013_02,Peraturan_BPH_Migas_2011_23
Peraturan_BPH_Migas_2013_8,Peraturan_BPH_Migas_2008_16
Permen_Tan_2013_74,Permen_Tan_2011_52
Permen_Tan_2013_76,Permen_Tan_2012_05
Permen_Tan_2013_96,Permen_Tan_2013_84
Permen_Tan_2013_97,Permen_Tan_2013_85
Permen_Tan_2013_99,Permen_Tan_2012_06
Peraturan_ANRI_2013_5,Peraturan_ANRI_2012_07
Peraturan_KY_2013_2,Peraturan_KY_2011_7
Peraturan_KY_2013_4,Peraturan_KY_2011_4
Peraturan_KY_2013_7,
Permen_Nakertrans_2013_2,Permen_Nakertrans_2010_12
Permen_Nakertrans_2013_5,Permen_Nakertrans_2006_24
Permen_Nakertrans_2013_7,Permen_Naker_1999_01
Permen_Nakertrans_2013_8,Permen_Nakertrans_2011_07
Permen_ESDM_2013_01,Permen_ESDM_2012_12
Permen_ESDM_2013_07,Permen_ESDM_2007_016
Permen_ESDM_2013_13,Permen_ESDM_2009_12
Permen_ESDM_2013_16,Permen_ESDM_2011_04
Permen_ESDM_2013_19,Permen_ESDM_2012_04
Permen_ESDM_2013_20,Permen_ESDM_2012_07
Permen_ESDM_2013_21,Permen_ESDM_2010_15
Permen_ESDM_2013_22,Permen_ESDM_2010_18
Permen_ESDM_2013_25,Permen_ESDM_2008_32
Permen_ESDM_2013_35,
Permen_ESDM_2013_35,Permen_ESDM_2005_0010
Permen_ESDM_2013_36,Permen_ESDM_2006_048
Permen_Hut_2013_45,Permen_Hut_2013_10
Permen_Hut_2013_11,Permen_Hut_2009_36
Permen_Hut_2013_14,Permen_Hut_2011_18
Permen_Hut_2013_17,Permen_Hut_2007_49
Permen_Hut_2013_20,Permen_Hut_2011_14
Permen_Hut_2013_23,Permen_Hut_2012_35
Permen_Hut_2013_31,Permen_Hut_2011_55
Permen_Hut_2013_50,Permen_Hut_2010_29
Permen_Hut_2013_69,Permen_Hut_2005_19
Permen_Dag_2013_38,Permen_Dag_2012_82
Permen_Dag_2013_01,Permen_Dag_2010_50
Permen_Dag_2013_08,Permen_Dag_2011_37
Permen_Dag_2013_15,Permen_Dag_2011_17
Permen_Dag_2013_22,Permen_Dag_2011_24
Permen_Dag_2013_32,Permen_Dag_2012_78
Permen_Dag_2013_42,Permen_Dag_2005_23
Permen_Dag_2013_45,Permen_Dag_2013_24
Permen_Dag_2013_46,Permen_Dag_2013_22
Permen_Dag_2013_47,Permen_Dag_2013_16
Permen_Dag_2013_53,Permen_Dag_2012_76
Permen_Dag_2013_54,Permen_Dag_2012_36
Permen_Dag_2013_55,Permen_Dag_2012_33
Permen_Dag_2013_57,Permen_Dag_2013_46
Permen_Dag_2013_61,Permen_Dag_2012_83
Permen_Dag_2013_67,Permen_Dag_2009_62
Permen_Dag_2013_81,Permen_Dag_2012_64
Permen_Dag_2012_83,Permen_Dag_2009_23
Permen_Humham_2013_16,Permen_Humham_2012_7
Permen_Humham_2013_17,Permen_Humham_2012_11
Permen_Humham_2013_19,Permen_Humham_2010_05
Permen_Humham_2013_25,Permen_Humham_2013_11
Permen_Humham_2013_26,Permen_Humham_2010_01
Permen_Humham_2013_27,Permen_Humham_2005_02
Permen_Humham_2013_32,Permen_Humham_2012_01
Permen_Humham_2013_33,Permen_Humham_2011_02
Perkab_Batang_Hari_2013_1,Perkab_Batang_Hari_2008_2
Perkab_Batang_Hari_2013_2,Perkab_Batang_Hari_2008_3
Perkab_Muaro_Jambi_2013_02,Perkab_Muaro_Jambi_2003_07
Perkab_Batang_Hari_2013_3,Perkab_Batang_Hari_2008_4
Perkab_Batang_Hari_2013_4,Perkab_Batang_Hari_2008_4
Perkab_Muaro_Jambi_2013_06,Perkab_Muaro_Jambi_2011_02
Perkab_Batang_Hari_2013_7,Perkab_Batang_Hari_2006_7
Perkab_Muaro_Jambi_2013_07,Perkab_Muaro_Jambi_2011_03
Perkab_Muaro_Jambi_2013_08,Perkab_Muaro_Jambi_2012_01
Perkab_Muaro_Jambi_2013_09,Perkab_Muaro_Jambi_2012_02
Perkab_Muaro_Jambi_2013_10,Perkab_Muaro_Jambi_2012_03
Perkab_Muaro_Jambi_2013_11,Perkab_Muaro_Jambi_2012_04
Perkab_Muaro_Jambi_2013_12,Perkab_Muaro_Jambi_2012_05
Perkab_Batang_Hari_2013_13,Perkab_Batang_Hari_2001_42
Perkab_Muaro_Jambi_2013_13,Perkab_Muaro_Jambi_2012_06
Perkab_Batang_Hari_2013_14,Perkab_Batang_Hari_2002_11
Perkab_Muaro_Jambi_2013_14,Perkab_Muaro_Jambi_2012_07
Perkab_Muaro_Jambi_2013_15,Perkab_Muaro_Jambi_2012_08
Perkab_Muaro_Jambi_2013_16,Perkab_Muaro_Jambi_2008_06
Perkab_Batang_Hari_2013_21,Perkab_Batang_Hari_2007_3
Permen_PR_2013_9,Permen_PR_2011_21
Perkab_Aceh_Besar_2013_10,Perkab_Aceh_Besar_2010_13
Perkab_Gayo_Lues_2013_5,Perkab_Gayo_Lues_2008_2
Perkab_Gayo_Lues_2013_4,Perkab_Gayo_Lues_2007_6
Perkab_Batu_Bara_2013_9,Perkab_Batu_Bara_2011_4
Perkab_Batu_Bara_2013_8,Perkab_Batu_Bara_2010_12
Perprov_Riau_2013_2,
Perkab_Siak_2013_5,Perkab_Siak_2006_12
Perkab_Siak_2013_2,Perkab_Siak_2002_36
Perkab_Rokan_Hilir_2013_11,Perkab_Rokan_Hilir_2007_13
Perkab_Rokan_Hilir_2013_8,Perkab_Rokan_Hilir_2007_12
Perkab_Rokan_Hilir_2013_7,Perkab_Rokan_Hilir_2009_9
Perkab_Rokan_Hilir_2013_2,Perkab_Rokan_Hilir_2011_6
Perkot_Sungai_Penuh_2013_4,Perkot_Sungai_Penuh_2010_18
Perkot_Sungai_Penuh_2013_6,Perkot_Sungai_Penuh_2010_3
Perkab_Tanjung_Jabung_Timur_2013_11,Perkab_Tanjung_Jabung_Timur_2012_8
Perkab_Tanjung_Jabung_Timur_2013_10,Perkab_Tanjung_Jabung_Timur_2001_55
Perkab_Tanjung_Jabung_Timur_2013_4,Perda_2005_1
Perprov_Jabar_2013_1,Perprov_Jabar_2006_2
Perprov_Jabar_2013_19,Perprov_Jabar_2010_21
Perprov_Jabar_2013_18,Perprov_Jabar_2006_12
Perprov_Jabar_2013_7,Perprov_Jabar_2006_10
Perkot_Tasikmalaya_2013_10,Perkot_Tasikmalaya_2009_4
Perkot_Tasikmalaya_2013_8,Perkot_Tasikmalaya_2008_17
Perkot_Tasikmalaya_2013_6,Perkot_Tasikmalaya_2008_8
Perkot_Bandung_2013_08,Perkot_Bandung_2012_02
Perkot_Bandung_2013_06,Perkot_Bandung_2005_04
Perkot_Bandung_2013_05,Perkot_Bandung_2007_13
Perkot_Bandung_2013_04,Perkot_Bandung_2007_12
Perkot_Bandung_2013_03,Perkot_Bandung_2007_10
Perkot_Bandung_2013_02,Perkot_Bandung_2006_05
Perkot_Bandung_2013_02,Perkot_Bandung_2010_04
Perkab_Purwakarta_2013_8,Perkab_Purwakarta_2008_11
Perkab_Purwakarta_2013_1,Perkab_Purwakarta_2008_10
Perkab_Karawang_2014_13,Perkab_Karawang_2006_6
Perkab_Karawang_2013_3,Perkab_Karawang_1999_6
Perkab_Indramayu_2013_5,Perkab_Indramayu_2008_8
Perkab_Indramayu_2013_11,Perkab_Indramayu_2008_9
Perkab_Garut_2013_17,Perkab_Garut_2011_1
Perkab_Garut_2013_10,Perkab_Garut_2011_9
Perkab_Garut_2013_9,Perkab_Garut_2011_8
Perkab_Garut_2013_7,Perkab_Garut_2008_10
Perkab_Garut_2013_6,Perkab_Garut_2001_21
Perkab_Garut_2013_4,Perkab_Garut_2005_16
Perkab_Garut_2013_2,Perkab_Garut_2009_3
Perkab_Garut_2013_5,Perkab_Garut_2002_14
Perkab_Garut_2013_3,Perkab_Garut_2001_23
Perkab_Bandung_Barat_2013_4,Perkab_Bandung_Barat_2011_6
Perkab_Bandung_Barat_2013_1,Perkab_Bandung_Barat_2008_4
Perkab_Musi_Rawas_2013_8,Perkab_Musi_Rawas_2012_2
Perkab_Musi_Rawas_2013_6,Perkab_Musi_Rawas_2008_5
Perkab_Musi_Rawas_2013_5,Perkab_Musi_Rawas_2008_3
Perkab_Musi_Rawas_2013_4,Perkab_Musi_Rawas_2007_2
Perkab_Cilacap_2013_3,Perkab_Cilacap_2004_12
Perkab_Cilacap_2013_10,Perkab_Cilacap_2010_7
Perprov_Papua_2013_19,Perprov_Papua_2002_2
Perprov_Papua_2013_24,
Perprov_Papua_2013_24,Perprov_Papua_2007_6
Perprov_Jambi_2013_3,Perprov_Jambi_2008_13
Perprov_Jambi_2013_4,Perprov_Jambi_2008_15
Perprov_Jambi_2013_5,Perprov_Jambi_2009_9
Perprov_Jambi_2013_10,Perprov_Jambi_1993_9
Perprov_Jambi_2013_13,Perprov_Jambi_2008_13
Perprov_Jambi_2013_15,Perprov_Jambi_2009_2
Perprov_Jambi_2013_16,Perprov_Jambi_2006_2
Perprov_Jambi_2013_17,Perprov_Jambi_2008_15
Perprov_Jambi_2013_18,Perprov_Jambi_2008_13
Perkab_Badung_2013_18,
Perkab_Badung_2013_25,Perkab_Badung_2007_10
Perkab_Badung_2013_26,
Perkab_Badung_2013_28,Perkab_Badung_2010_14
Perkab_Tapin_2013_01,Perkab_Tapin_2008_05
Perkab_Tapin_2013_03,Perkab_Tapin_2007_06
Perkab_Tapin_2013_04,Perkab_Tapin_2007_11
Perkab_Tapin_2013_05,Perkab_Tapin_2009_05
Perkab_Tapin_2013_06,Perkab_Tapin_2009_20
Perkab_Tapin_2013_08,Perkab_Tapin_2007_17
Perkab_Tapin_2013_09,Perkab_Tapin_2008_08
Perkab_Tapin_2013_10,Perkab_Tapin_2008_09
Perkab_Tapin_2013_12,Perkab_Tapin_2011_09
Perkab_Tapin_2013_17,Perkab_Tapin_2010_04
Perkab_Tapin_2013_19,Perkab_Tapin_2010_14
Perkab_Tapin_2013_20,Perkab_Tapin_2010_16
Perkot_Sorong_2013_24,Perkot_Sorong_2001_1
Perkot_Sorong_2013_25,Perkot_Sorong_2009_13
Perkab_Kotabaru_2013_13,Perkab_Kotabaru_2000_21
Perkab_Kotabaru_2013_13,Perkab_Kotabaru_2003_06
Perkab_Kotabaru_2013_13,Perkab_Kotabaru_2005_12
Perkab_Kotabaru_2013_13,Perkab_Kotabaru_2008_18
Perkab_Sleman_2013_1,Perkab_Sleman_2009_13
Perkab_Sleman_2013_13,Perkab_Sleman_2011_3
Perkab_Sleman_2013_14,Perkab_Sleman_2012_8
Perkab_Sleman_2013_20,Perkab_Sleman_2008_2
Perkot_Bekasi_2013_02,Perkot_Bekasi_2008_05
Perkot_Bekasi_2013_05,Perkot_Bekasi_2001_07
Perkot_Bekasi_2013_08,
Perkot_Bekasi_2013_15,Perkot_Bekasi_2012_14
Perkab_Semarang_2013_10,Perkab_Semarang_2008_18
Perkab_Semarang_2013_11,Perkab_Semarang_2008_19
Perkab_Semarang_2013_12,Perkab_Semarang_2010_10
Perkab_Bantul_2013_02,Perkab_Bantul_2007_21
Perkab_Bantul_2013_08,Perkab_Bantul_2011_9
Perkab_Bantul_2013_11,Perda_2011_10
Perkab_Bantul_2013_14,Perkab_Bantul_2011_20
Perkot_Batam_2013_6,Perkot_Batam_2007_11
Perkot_Batam_2013_6,Perkot_Batam_2007_14
Perprov_Bali_2013_4,Perprov_Bali_2011_4
Perprov_Bali_2013_5,Perprov_Bali_2011_6
Perprov_Bali_2013_7,Perprov_Bali_2012_11
Perprov_Bali_2013_8,Perprov_Bali_2012_1
Peraturan_BPK_2013_1,Peraturan_BPK_2011_1
Peraturan_Polri_2013_10,
Permen_Kes_2013_77,Permen_Kes_2010_743
Perkab_Wakatobi_2013_9,Perkab_Wakatobi_2005_3
Perkab_Wakatobi_2013_17,Perda_2005_18
Perkab_Wakatobi_2013_18,Perda_2005_16
Perkab_Wakatobi_2013_20,Perda_2009_4
Perkab_Wakatobi_2013_21,Perda_2005_14
Perkab_Wakatobi_2013_24,Perkab_Wakatobi_2008_4
Perkab_Wakatobi_2013_25,Perkab_Wakatobi_2008_5
Perkab_Wakatobi_2013_26,Perkab_Wakatobi_2008_6
Perkab_Wakatobi_2013_34,Perkab_Wakatobi_2010_15
Perkot_Surakarta_2013_1,Perkot_Surakarta_2001_7
Perkot_Surakarta_2013_1,Perkot_Surakarta_2005_6
Perkot_Surakarta_2013_2,Perkot_Surakarta_2010_6
Perkot_Padang_Panjang_2013_6,Perkot_Padang_Panjang_2006_4
Perprov_Kep_Riau_2013_8,Perprov_Kep_Riau_2011_5
PP_2012_1,
PP_2012_2,
PP_2012_2,PP_2005_57
PP_2012_3,PP_2007_61
UU_2012_4,UU_2011_22
UU_2012_8,
PP_2012_9,PP_2003_45
Perpres_2012_10,Perpres_2009_54
PP_2012_10,PP_2009_2
Perpres_2012_12,Perpres_2010_46
Perpres_2012_15,Perpres_2005_55
PP_2012_15,PP_1977_7
PP_2012_16,PP_2001_28
PP_2012_17,PP_2001_29
PP_2012_18,PP_2011_14
PP_2011_19,PP_2011_15
PP_2012_20,PP_2011_16
PP_2012_21,PP_1980_10
Perpres_2012_22,Perpres_2010_31
PP_2012_22,PP_1985_14
PP_2012_23,PP_1985_34
Perpres_2012_37,Perpres_2007_14
Perpres_2012_38,Perpres_2011_27
PP_2012_38,PP_2002_61
PP_2012_45,
PP_2012_45,PP_2008_73
PP_2012_49,PP_2002_67
PP_2012_53,PP_1993_14
PP_2012_56,PP_2005_48
Perpres_2012_60,Perpres_2009_47
Perpres_2012_60,Perpres_2011_91
PP_2012_60,PP_2010_10
PP_2012_61,PP_2010_24
PP_2012_62,PP_1995_25
PP_2012_65,PP_2000_92
Perpres_2012_67,Perpres_2011_51
Perpres_2012_70,Perpres_2010_54
Perpres_2012_71,Perpres_2005_36
PP_2012_71,PP_2005_26
PP_2012_73,PP_2008_56
PP_2012_74,PP_2005_23
PP_2012_78,PP_2005_6
Perpres_2012_80,Perpres_2008_49
Perpres_2012_81,Perpres_2012_67
PP_2012_83,PP_2009_5
Perpres_2012_85,Perpres_2006_10
PP_2012_85,PP_2011_69
Perpres_2012_86,Perpres_2007_90
Perpres_2012_90,Perpres_2010_34
PP_2012_94,
PP_2012_94,Perpres_2008_19
PP_2012_99,PP_1999_32
Perpres_2012_100,Perpres_2007_30
PP_2012_100,PP_2011_2
PP_2012_102,PP_2007_37
PP_2012_103,PP_2005_63
PP_2012_109,PP_2003_19
Perpres_2012_124,Perpres_2010_33
Perpres_2012_126,Perpres_2009_26
Perpres_2012_35,Perpres_2008_10
Permen_LH_2012_16,
Peraturan_BWI_2012_2,Peraturan_BWI_2008_2
Peraturan_BMKG_2012_11,Peraturan_BMKG_2011_01
Peraturan_BMKG_2012_09,
Peraturan_KPU_2012_04,Peraturan_KPU_2011_5
Peraturan_KPU_2012_8,Peraturan_KPU_2012_07
Peraturan_KPU_2012_8,Peraturan_KPU_2008_12
Peraturan_KPU_2012_9,
Peraturan_KPU_2012_9,Peraturan_KPU_2010_13
Peraturan_KPU_2012_10,Peraturan_KPU_2008_45
Peraturan_KPU_2012_11,Peraturan_KPU_2012_07
Peraturan_KPU_2012_12,Peraturan_KPU_2012_8
Peraturan_KPU_2012_14,Peraturan_KPU_2012_8
Peraturan_KPU_2012_15,Peraturan_KPU_2012_07
Peraturan_KPU_2012_18,Peraturan_KPU_2012_07
Peraturan_BPOM_2012_03,Peraturan_BPOM_2011_03
Permen_Kominfo_2012_31,Permen_Kominfo_2006_01
Permen_Kominfo_2012_32,Permen_Kominfo_2006_07
Permen_Kominfo_2012_10,Permen_Kominfo_2011_03
Permen_Kes_2012_006,Permen_Kes_1990_246
Permen_Kes_2012_007,
Permen_Kes_2012_026,Permen_Kes_2011_1871
Permen_Kes_2012_029,Permen_Kes_2011_416
Permen_Kes_2012_033,
Permen_Kes_2012_42,Permen_Kes_2011_2407
Permen_Hub_2012_49,Permen_Hub_2008_25
Permen_Ristek_2012_2,Permen_Ristek_2008_01
Permen_Ristek_2012_7,Permen_Ristek_2011_03
Peraturan_LKPP_2012_1,Peraturan_LKPP_2011_6
Peraturan_Bawaslu_2012_1,
Peraturan_Bawaslu_2012_2,
Peraturan_Bawaslu_2012_3,
Peraturan_Bawaslu_2012_5,Peraturan_Bawaslu_2009_23
Peraturan_Bawaslu_2012_9,Peraturan_Bawaslu_2009_29
Peraturan_Bawaslu_2012_10,Peraturan_Bawaslu_2010_1
Peraturan_Bawaslu_2012_10,Peraturan_Bawaslu_2011_4
Peraturan_Bawaslu_2012_13,
Peraturan_Bawaslu_2012_13,Peraturan_Bawaslu_2009_8
Peraturan_Bawaslu_2012_14,
Permen_KP_2012_05,Permen_KP_2011_02
Permen_PU_2012_09,Permen_PU_2006_01
Permen_PU_2012_10,Permen_PU_2010_01
Permen_Bappenas_2012_1,
Permen_Bappenas_2012_1,Permen_Bappenas_2009_2
Permen_Bappenas_2012_5,Permen_Bappenas_2012_2
Permen_Bappenas_2012_7,Permen_Bappenas_2007_005
Permen_Dagri_2012_2,Permen_Dagri_2011_23
Permen_Dagri_2012_14,Permen_Dagri_2009_41
Permen_Dagri_2012_18,Permen_Dagri_2011_24
Permen_Dagri_2012_27,Permen_Dagri_2011_24
Permen_Dagri_2012_29,Permen_Dagri_2011_23
Permen_Dagri_2012_33,Permen_Dagri_1986_5
Permen_Dagri_2012_38,Permen_Dagri_2012_29
Permen_Dagri_2012_39,Permen_Dagri_2011_32
Permen_Dagri_2012_50,Permen_Dagri_2012_29
Permen_Dagri_2012_59,Permen_Dagri_2011_73
Permen_Dagri_2012_62,Permen_Dagri_2011_66
Permen_Dagri_2012_63,Permen_Dagri_2011_8
Permen_Dagri_2012_69,Permen_Dagri_2008_62
Permen_Dagri_2011_72,Permen_Dagri_2011_5
Permen_Dagri_2012_75,Permen_Dagri_2012_29
Permen_Dagri_2012_76,Permen_Dagri_2006_1
Permen_Dagri_2012_80,Permen_Dagri_2011_68
Permen_Dagri_2012_81,Permen_Dagri_2011_69
Peraturan_LPS_2012_1,Peraturan_LPS_2011_1
Permen_PR_2012_04,Permen_PR_2010_14
Permen_PR_2012_05,Permen_PR_2010_15
Permen_PR_2012_07,Permen_PR_2012_04
Permen_PR_2012_08,Permen_PR_2012_05
Permen_PR_2012_13,Permen_PR_2012_04
Permen_PR_2012_14,Permen_PR_2010_05
Permen_PR_2012_20,Permen_PR_2012_01
Permen_PR_2012_26,Permen_PR_2011_14
Permen_PR_2012_28,Permen_PR_2012_14
Permen_PR_2011_31,Permen_PR_2010_21
Permen_Parekraf_2011_108,Permen_Budpar_2008_55
Peraturan_BNN_2012_09,Peraturan_BNN_2011_13
Permen_PANRB_2012_79,Permen_PANRB_2010_17
Permen_Keu_2012_07,Permen_Keu_2011_85
Permen_Keu_2012_120,Permen_Keu_2010_23
Permen_Keu_2012_125,Permen_Keu_2007_36
Permen_Keu_2012_126,Permen_Keu_2008_249
Permen_Keu_2012_134,Permen_Keu_2011_101
Permen_Keu_2012_151,Permen_Keu_2011_83
Permen_Keu_2012_154,Permen_Keu_2008_154
Permen_Keu_2012_156,Permen_Keu_2008_111
Permen_Keu_2012_161,Permen_Keu_2007_29
Permen_Keu_2012_166,Permen_Keu_2008_215
Permen_Keu_2012_167,Permen_Keu_2009_62
Permen_Keu_2012_171,Permen_Keu_2007_84
Permen_Keu_2012_172,Permen_Keu_2011_133
Permen_Keu_2012_173,Permen_Keu_2011_134
Permen_Keu_2012_177,Permen_Keu_2009_66
Permen_Keu_2012_178,Permen_Keu_2011_52
Permen_Keu_2012_180,Permen_Keu_2011_224
Permen_Keu_2012_181,Permen_Keu_2011_207
Permen_Keu_2012_182,Permen_Keu_2012_02
Permen_Keu_2012_183,Permen_Keu_2012_08
Permen_Keu_2012_184,Permen_Keu_2012_10
Permen_Keu_2012_185,Permen_Keu_2012_09
Permen_Keu_2012_186,Permen_Keu_2012_01
Permen_Keu_2012_19,Permen_Keu_2008_199
Permen_Keu_2012_200,Permen_Keu_2011_235
Permen_Keu_2012_211,Permen_Keu_2009_134
Permen_Keu_2012_219,Permen_Keu_2009_81
Permen_Keu_2012_22,Permen_Keu_2007_100
Permen_Keu_2012_220,Permen_Keu_2012_43
Permen_Keu_2012_224,Permen_Keu_2010_154
Permen_Keu_2012_225,Permen_Keu_2011_190
Permen_Keu_2012_227,Permen_Keu_2010_18
Permen_Keu_2012_228,Permen_Keu_2011_11
Permen_Keu_2012_232,Permen_Keu_2010_28
Permen_Keu_2012_24,Permen_Keu_2007_196
Permen_Keu_2012_249,Permen_Keu_2008_86
Permen_Keu_2012_28,Permen_Keu_2011_240
Permen_Keu_2012_29,Permen_Keu_2009_62
PERMEN_KEU_2012_36,PERMEN_KEU_2011_84
Permen_Keu_2012_41,Permen_Keu_2009_67
Permen_Keu_2012_44,Permen_Keu_2011_147
Permen_Keu_2012_51,Permen_Keu_2010_132
Permen_Keu_2012_55,Permen_Keu_2011_79
Permen_Keu_2012_57,Permen_Keu_2011_54
Permen_Keu_2012_64,Permen_Keu_2011_218
Permen_Keu_2012_65,Permen_Keu_2011_217
Permen_Keu_2012_72,Permen_Keu_2010_63
Permen_Keu_2012_76,Permen_Keu_2009_176
Permen_Keu_2012_77,Permen_Keu_2008_170
Permen_Keu_2012_92,Permen_Keu_2011_78
Permen_Dikbud_2012_13,Permen_Dik_2009_61
Permen_Dikbud_2012_33,Permen_Dik_2010_24
Permen_Dikbud_2012_44,Permen_Dikbud_2011_60
Permen_Dikbud_2012_61,Permen_Dikbud_2011_56
Permen_Dikbud_2012_69,Permen_Dikbud_2012_1
Permen_Han_2012_01,Permen_Han_2008_10
Permen_Han_2012_12,Permen_Han_2010_01
Permen_Han_2012_25,Permen_Han_2011_37
Permen_Han_20122011_26,Permen_Han_2010_3
Permen_Han_2012_28,Permen_Han_2012_12
Permen_Han_2011_34,Permen_Han_2006_07
Permen_Han_2012_34,Permen_Han_2009_06
Permen_Han_2012_36,Permen_Han_2006_22
Permen_Han_2012_37,
Permen_Han_2012_38,Permen_Han_2009_10
Permen_Han_2012_49,Permen_Han_2008_34
Permen_Han_2012_50,Permen_Han_2011_2
Peraturan_Jagung_2012_003,Peraturan_Jagung_2011_033
Permen_Perin_2012_106,Permen_Perin_2010_19
Permen_Perin_2012_11,
Permen_Perin_2012_113,Permen_Perin_2012_59
Permen_Perin_2012_15,Permen_Perin_2010_123
Permen_Perin_2012_17,Permen_Perin_2010_84
Permen_Perin_2012_41,Permen_Perin_2010_90
Permen_Perin_2012_42,Permen_Perin_2011_42
Permen_Perin_2012_43,Permen_Perin_2011_20
Permen_Perin_2012_44,Permen_Perin_2011_76
Permen_Perin_2012_45,Permen_Perin_2011_45
Permen_Perin_2012_57,Permen_Perin_2011_50
Permen_Perin_2012_58,Permen_Perin_2012_11
Permen_Perin_2012_07,Permen_Perin_2010_122
Permen_Perin_2012_90,Permen_Perin_2011_71
Peraturan_Polri_2012_6,
Peraturan_Polri_2012_7,
Peraturan_Polri_2012_14,
Peraturan_LAN_2012_1,Peraturan_LAN_2011_6
Peraturan_LAN_2012_3,Peraturan_LAN_2011_8
Peraturan_LAN_2012_4,Peraturan_LAN_2011_9
Peraturan_LAN_2012_5,Peraturan_LAN_2011_11
Peraturan_LAN_2012_6,Peraturan_LAN_2011_12
Peraturan_BKN_2012_9,Peraturan_BKN_2007_30
Peraturan_BSSN_2012_8,Peraturan_BSSN_2009_1
Peraturan_DKPP_2012_2,Peraturan_KPU_2008_38
Permen_Tan_2012_15,Permen_Tan_2011_89
Permen_Nakertrans_2012_1,Permen_Nakertrans_2010_07
Permen_Nakertrans_2012_4,Permen_Nakertrans_2011_07
Permen_Nakertrans_2012_11,Permen_Nakertrans_2011_07
Permen_Nakertrans_2012_20,Permen_Nakertrans_2007_12
Permen_ESDM_2012_01,Permen_ESDM_2010_15
Permen_ESDM_2012_04,Permen_ESDM_2009_31
Permen_ESDM_2012_11,Permen_ESDM_2012_07
Permen_ESDM_2012_13,Permen_ESDM_2005_0031
Permen_ESDM_2012_18,Permen_ESDM_2009_11
Permen_ESDM_2012_19,Permen_ESDM_2009_15
Permen_ESDM_2012_20,Permen_ESDM_2009_16
Permen_ESDM_2012_21,Permen_ESDM_2009_17
Permen_ESDM_2012_22,Permen_ESDM_2011_02
Permen_ESDM_2012_24,Permen_ESDM_2009_28
Permen_ESDM_2012_27,Permen_ESDM_2011_16
Permen_ESDM_2012_28,Permen_ESDM_2008_26
Permen_Hut_2012_11,
Permen_Hut_2012_12,Permen_Hut_2009_32
Permen_Hut_2012_19,Permen_Hut_2008_62
Permen_Hut_2012_2,Permen_Hut_2008_44
Permen_Hut_2012_27,Permen_Hut_2012_15
Permen_Hut_2012_29,Permen_Hut_2005_20
Permen_Hut_2012_33,Permen_Hut_2010_40
Permen_Hut_2012_4,Permen_Hut_2010_48
Permen_Hut_2012_41,Permen_Hut_2010_32
Permen_Hut_2012_45,Permen_Hut_2009_38
Peraturan_BPN_2012_8,Permen_ATRBPN_1997_3
Permen_Dag_2012_04,Permen_Dag_2005_22
Permen_Dag_2008_06,Permen_Dag_2008_12
Permen_Dag_2012_07,Permen_Dag_2007_15
Permen_Dag_2012_08,Permen_Dag_2010_54
Permen_Dag_2012_11,Permen_Dag_2009_43
Permen_Dag_2012_14,
Permen_Dag_2012_15,Permen_Dag_2009_43
Permen_Dag_2012_19,Permen_Dag_2010_32
Permen_Dag_2011_21,Permen_Dag_2009_59
Permen_Dag_2012_22,Permen_Dag_2012_12
Permen_Dag_2012_27,
Permen_Dag_2012_35,Permen_Dag_2010_11
Permen_Dag_2012_36,Permen_Dag_2009_17
Permen_Dag_2012_38,Permen_Dag_2012_30
Permen_Dag_2012_44,Permen_Dag_2007_02
Permen_Dag_2012_52,Permen_Dag_2012_29
Permen_Dag_2012_53,Permen_Dag_2008_31
Permen_Dag_2012_54,Permen_Dag_2009_43
Permen_Dag_2012_57,Permen_Dag_2010_31
Permen_Dag_2012_59,Permen_Dag_2012_27
Permen_Dag_2012_60,Permen_Dag_2012_30
Permen_Dag_2012_63,Permen_Dag_2010_07
Permen_Dag_2012_71,Permen_Dag_2009_40
Permen_Dag_2012_72,Permen_Dag_2007_06
Permen_Dag_2012_77,Permen_Dag_2011_48
Permen_Dag_2012_84,Permen_Dag_2012_27
Permen_Humham_2012_12,Permen_Humham_2012_7
Permen_Humham_2012_13,Permen_Humham_2012_8
Permen_Humham_2012_15,Permen_Humham_2012_7
Permen_Humham_2012_16,Permen_Humham_2011_05
Permen_Humham_2012_19,Permen_Humham_2010_01
Permen_KP_2012_20,Permen_KP_2011_46
Permen_KP_2012_22,Permen_KP_2011_09
Permen_KP_2012_23,Permen_KP_2011_10
Perkab_Cianjur_2012_01,
Perkab_Jepara_2012_1,Perkab_Jepara_2007_4
Perkab_Purbalingga_2012_01,
Perkab_Sinjai_2012_1,Perkab_Sinjai_2009_3
